ID,dataset,sample_id,date,year,season,basin,lake_region,port,depth_m,depth_g,compartment,sci_name,species,species_group,length_mm,mass_g,d15n,d13c,d13c_norm,cn,trophic
127,csmi_2015,arc30a,NA,2015,fall,north,nw,arcadia,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,3.372341511284599,-20.08271422965786,-18.55898466007915,4.623844217438197,consumer
128,csmi_2015,arc31a,NA,2015,fall,north,nw,arcadia,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,3.2588193496979283,-18.743586519068597,-17.264048163939332,5.00898046934458,consumer
129,csmi_2015,arc33a,NA,2015,fall,north,nw,arcadia,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,3.2822183673710024,-19.527012944780157,-18.021621517602412,4.112869382241433,consumer
130,csmi_2015,arc30ch,NA,2015,fall,north,nw,arcadia,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,3.5941267017740435,-20.541503365528133,-19.002633754465702,4.784377469929457,consumer
131,csmi_2015,arc30ha,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,6.86340971410396,-23.98822967897887,-24.521665459609583,3.8721370697593347,consumer
132,csmi_2015,arc31ha,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,6.43473730787515,-24.39652289091778,-24.868593899971998,3.907224239767,consumer
133,csmi_2015,arc33ha,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,8.080653748220316,-24.97975981306202,-25.482201551860307,3.8897797314577818,consumer
134,csmi_2015,arc33hj,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.34042352529819,-24.074031105809684,-24.724142640336336,3.80713314722396,consumer
135,csmi_2015,arc30hj,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.046210326463803,-22.871196323748112,-23.39446329509925,3.8779077692691257,consumer
136,csmi_2015,arc35-z,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Zooplankton240,zooplankton240,zooplankton240,NA,1e-5,6.3575534007211765,-25.817948507972346,-24.472341948189097,5.340714321396806,consumer
137,csmi_2015,arc36-z,NA,2015,fall,north,nw,arcadia,2,ns,zooplankton,Zooplankton240,zooplankton240,zooplankton240,NA,1e-5,5.410801484399885,-25.901075143585295,-24.526054658815713,5.372611179025798,consumer
138,csmi_2015,cmu-1-blo-3-13,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Coregonus hoyi,bloater,bloater,NA,NA,10.703800000000001,-23.145714285714288,-22.638010455198557,3.7965413184772516,consumer
139,csmi_2015,cmu-1-but-3-13,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Lota lota,burbot,burbot,NA,NA,15.1302,-21.716,-21.062986089644514,3.8908934707903775,consumer
140,csmi_2015,cmu-1-but-3-14,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Lota lota,burbot,burbot,NA,NA,13.942200000000001,-22.926000000000002,-22.250363188167626,3.9060064190738193,consumer
141,csmi_2015,cmu-1-lwf-3-13,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,838.7109079195783,7467.893280214796,11.1752,-23.911,-22.886290994486423,4.155030303030303,consumer
142,csmi_2015,cmu-1-lwf-3-14,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,942.6305760722441,10726.51688712302,10.7542,-24.676000000000002,-23.51146360485269,4.263921879123779,consumer
143,csmi_2015,cmu-1-lwf-3-15,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,470.1596101874427,1241.5393379555824,10.750625000000001,-25.3105,-24.095691051276976,4.304480155831507,consumer
144,csmi_2015,cmu-1-rog-3-13,NA,2015,fall,north,nw,arcadia,5,ns,fishes,Neogobius melanostomus,round goby,round goby lg,104.18097028412393,10.308306182546326,9.439833333333333,-22.485,-21.662482154445165,4.00705794947994,consumer
145,csmi_2015,cmu-1-ales-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,59.89948920015435,1.8432831381251773,10.712625000000001,-26.047500000000003,-24.659412287633348,4.450389349409696,consumer
146,csmi_2015,1-ales-3-2,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,76.13681192841207,3.8126935845996237,7.643976181103141,-26.014317568135667,-24.358238333162987,4.696608615948672,consumer
147,csmi_2015,1-ales-3-3,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Alosa pseudoharengus,alewife,alewife sm,85.38793479057676,5.396739118774308,12.458970875592573,-26.20281796157836,-24.950378937188116,4.33534743202417,consumer
148,csmi_2015,cmu-1-blos-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Coregonus hoyi,bloater,bloater sm,68.38537394754093,3.090554230368305,7.7308,-24.7238,-24.15710427201395,3.8342884431709643,consumer
149,csmi_2015,1-blos-3-3,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Coregonus hoyi,bloater,bloater sm,83.145942532742,5.653389107884899,8.29577928693508,-24.910283957265182,-24.288746870580642,3.87005928853755,consumer
150,csmi_2015,1-blos-3-2,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Coregonus hoyi,bloater,bloater sm,75.90851441089423,4.266754157750567,8.075630960774845,-24.86804593451503,-24.241198345467296,3.8735585947975335,consumer
151,csmi_2015,cmu-1-but-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Lota lota,burbot,burbot sm,98,5.4138067419728015,9.8488,-23.060714285714287,-22.35101144915418,3.9289866060146577,consumer
152,csmi_2015,1-byt-3-1,NA,2015,fall,north,nw,arcadia,18,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,5.608663318252229,-25.5760455582475,-24.74140059447773,4.84140551246804,consumer
153,csmi_2015,1-byt-3-2,NA,2015,fall,north,nw,arcadia,18,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,5.8419838520173695,-25.771260246145566,-24.775530846084575,4.9884332824770015,consumer
154,csmi_2015,cmu-1-dws-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,40,0.7384552346097495,10.017833333333336,-25.054,-24.121809820732658,4.085987261146497,consumer
155,csmi_2015,cmu-1-lwf-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,519,1686.6260717226946,10.785800000000002,-20.6428,-19.517386776859503,4.23288355822089,consumer
156,csmi_2015,cmu-1-lwf-3-2,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,567,2218.745464198947,10.1268,-23.704800000000002,-22.877680988510733,4.010307998012916,consumer
157,csmi_2015,5610,NA,2015,fall,north,nw,arcadia,18,ns,pom,POM,pom,pom,NA,NA,-0.5689892572443458,-26.250139727484267,-26.250139727484267,11.703042742490968,b1
158,csmi_2015,5616,NA,2015,fall,north,nw,arcadia,18,ns,pom,POM,pom,pom,NA,NA,0.27444048302366897,-28.115457831872988,-28.115457831872988,20.546142423830105,b1
159,csmi_2015,cmu-1-ras-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,65,2.152757924094253,9.139857142857144,-24.63114285714286,-23.79141556340586,4.019240976645436,consumer
160,csmi_2015,cmu-1-rog-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Neogobius melanostomus,round goby,round goby sm,12.803660028224574,0.01954020251581287,8.7198,-24.158800000000003,-23.414213598960593,3.952800195646857,consumer
161,csmi_2015,cmu-1-rog-3-2,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Neogobius melanostomus,round goby,round goby sm,40.01851791557503,0.589875544917761,8.111714285714289,-19.665857142857146,-18.946731928448912,3.935390549662488,consumer
162,csmi_2015,1-rog-3-3,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Neogobius melanostomus,round goby,round goby sm,64.00883681507307,2.402466862565218,8.728979659161421,-24.55833438584976,-23.63730117551766,4.077815993121238,consumer
163,csmi_2015,cmu-1-smsl-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,91,9.209945800410836,11.239777777777778,-23.629666666666676,-22.868782615134023,3.9640251572327045,consumer
164,csmi_2015,cmu-1-sps-3-1,NA,2015,fall,north,nw,arcadia,18,ns,fishes,Notropis hudsonius,spottail shiner,spottail shiner,44.40237089613064,0.7877370664901308,8.3428,-22.373800000000003,-21.259629207920796,4.2240477968633305,consumer
165,csmi_2015,153-5617,NA,2015,fall,north,nw,arcadia,18,ns,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,1.818535747666242,-24.181506592586228,-22.269263720322932,6.030415820587729,consumer
166,csmi_2015,63-5610,NA,2015,fall,north,nw,arcadia,18,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,2.1092528762991876,-23.379639032790063,-21.274485547685565,6.307739724455487,consumer
167,csmi_2015,cmu-1-alel-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,178.48615221806998,50.39201415708289,8.518800000000002,-26.4278,-24.47931338766007,4.99833748960931,consumer
168,csmi_2015,1-alel-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,165.29825353249447,39.934922233434,8.00314228378476,-28.13601749598441,-24.820800104680064,7.143344709897612,consumer
169,csmi_2015,1-alel-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,158.00563938102096,34.83196221229572,9.623579386375607,-27.47599146139526,-24.99999146139526,5.653578528827038,consumer
170,csmi_2015,cmu-1-ales-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,63.83177585350465,2.2349195211084982,7.948625,-27.233500000000003,-25.04186870830807,5.280420860018298,consumer
171,csmi_2015,1-ales-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,93.64710365027166,7.138843810793646,7.150267100602239,-24.593838521772348,-23.748637283382255,4.023131672597864,consumer
172,csmi_2015,1-ales-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,71.33342305212395,3.1295218386337362,7.690963542383531,-24.33110791594521,-23.526848281056772,3.9942129629629624,consumer
173,csmi_2015,cmu-1-blol-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater lg,130.2597285181156,22.63410995262447,8.291799999999999,-22.34171428571429,-21.917234168968577,3.7445355191256833,consumer
174,csmi_2015,1-blol-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater lg,96.3587410408791,8.91709825480155,8.298795017430427,-21.937139233925276,-21.630884156752245,3.6730605285592492,consumer
175,csmi_2015,1-blol-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater lg,107.2541091327966,12.415924823955542,11.6553030587502,-25.455257470309817,-24.733488336056368,3.9371912491178542,consumer
176,csmi_2015,cmu-1-blos-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,75.77095841700644,4.242907776813443,7.893857142857144,-24.59657142857143,-23.91449772463639,3.910327983251919,consumer
177,csmi_2015,1-blos-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,60.21908213714826,2.0863082091202347,7.915797244521523,-25.334724576120365,-24.546728159279517,3.982840638803942,consumer
178,csmi_2015,1-blos-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,91.83083672753752,7.6848358113589414,8.835595045601963,-24.206660309988276,-23.34395539195549,4.035623409669211,consumer
179,csmi_2015,1-byt-3-4,NA,2015,fall,north,nw,arcadia,46,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,6.409957484079046,-24.673874839321236,-24.03626527964629,4.672938095466452,consumer
180,csmi_2015,1-byt-3-5,NA,2015,fall,north,nw,arcadia,46,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,5.991563945125584,-24.929592454093104,-23.9223181563922,4.9993144342443605,consumer
181,csmi_2015,cmu-1-dws-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,41.38092708300315,0.8195522817595118,11.300833333333333,-25.52,-24.370583571900465,4.251872659176029,consumer
182,csmi_2015,cmu-1-ltr-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Salvelinus namaycush,lake trout,lake trout,NA,NA,10.16075,-23.133875,-22.588331733897203,3.8206676136363638,consumer
183,csmi_2015,cmu-1-ltr-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Salvelinus namaycush,lake trout,lake trout,NA,NA,10.51575,-23.745874999999998,-23.015296487603305,3.9432029795158283,consumer
184,csmi_2015,1-ltr-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Salvelinus namaycush,lake trout,lake trout,NA,NA,10.38604076460904,-23.12839243161637,-22.396381269567335,3.9441823899371067,consumer
185,csmi_2015,5624,NA,2015,fall,north,nw,arcadia,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.6618428030796615,-25.82247060533304,-24.10932907535705,3.8386924318896223,consumer
186,csmi_2015,5624,NA,2015,fall,north,nw,arcadia,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.174968900052262,-25.656708957819564,-23.94903756221152,3.688311247378931,consumer
187,csmi_2015,5618,NA,2015,fall,north,nw,arcadia,46,NA,pom,POM,pom,pom,NA,NA,1.0273820429481988,-24.08616066445221,-24.08616066445221,8.899661647889504,b1
188,csmi_2015,5624,NA,2015,fall,north,nw,arcadia,46,NA,pom,POM,pom,pom,NA,NA,4.222141512660932,-23.660779489988215,-23.660779489988215,9.061909938731077,b1
189,csmi_2015,cmu-1-rog-3-4,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,60.102516607201636,1.9901648191731802,8.671800000000001,-22.059800000000003,-21.36496710120882,3.918922505307856,consumer
190,csmi_2015,cmu-1-rog-3-5,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,64.11339481147544,2.4142199397590756,8.6158,-22.1078,-21.234408127424956,4.043288511441378,consumer
191,csmi_2015,1-rog-3-6,NA,2015,fall,north,nw,arcadia,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,35.86361528477362,0.4250261594026894,8.741084803380406,-21.49280584990536,-20.85067710548216,3.883663366336634,consumer
192,csmi_2015,153-5618,NA,2015,fall,north,nw,arcadia,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,1.904419850627084,-25.53526984632845,-23.20275353057433,6.669214571711439,consumer
193,csmi_2015,153-5622,NA,2015,fall,north,nw,arcadia,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,5.239380799170561,-30.0949912375787,-27.08804420121541,8.035097003352986,consumer
194,csmi_2015,63-5622,NA,2015,fall,north,nw,arcadia,46,NA,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,2.394351433549378,-25.956028756023557,-23.873288713389265,6.27421602355481,consumer
195,csmi_2015,cmu-1-alel-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,178.29012944229117,50.2245113278873,9.431799999999999,-25.3668,-24.093877201720627,4.352336711711712,consumer
196,csmi_2015,cmu-1-alel-3-11,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,161.20825549585234,37.015485779339485,8.3798,-26.3308,-24.204411781747947,5.201650520272695,consumer
197,csmi_2015,1-alel-3-12,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,169.21582810163378,42.87224050631139,9.142194312628776,-24.949431392984835,-24.13873134867823,3.998734497595546,consumer
198,csmi_2015,cmu-1-blol-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,250.01290343181202,169.70861496220627,12.528749999999999,-25.263875,-24.568653088764492,3.919185135437654,consumer
199,csmi_2015,1-blol-3-11,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,221.89226912358586,117.37600114992354,12.1187644946747,-24.629598391106377,-24.068662949736154,3.830569574621485,consumer
200,csmi_2015,1-blol-3-12,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,209.57723603882692,98.39052890593949,12.374792317499992,-26.441115233393077,-24.633302733393077,4.848484848484848,consumer
201,csmi_2015,cmu-1-blos-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Coregonus hoyi,bloater,bloater sm,65,2.641814210969235,8.635200000000001,-24.023000000000003,-23.443168067226893,3.8427963094393185,consumer
202,csmi_2015,cmu-1-but-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Lota lota,burbot,burbot lg,475,636.2308169135226,13.389800000000001,-23.1248,-22.429117868626552,3.9194958847736623,consumer
203,csmi_2015,1-byt-3-10,NA,2015,fall,north,nw,arcadia,110,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,6.353469434668083,-24.532984254832627,-24.2690717166763,4.383634294112434,consumer
204,csmi_2015,1-byt-3-11,NA,2015,fall,north,nw,arcadia,110,NA,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,6.854189206323101,-24.82851166716933,-24.226063789512583,4.644099682078502,consumer
205,csmi_2015,cmu-1-dws-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,135.87414896411977,31.530444220190816,13.1708,-24.6858,-23.91676286972939,3.9696645253390437,consumer
206,csmi_2015,cmu-1-dws-3-11,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,67.10039558657424,3.6144814251225608,11.231833333333334,-25.056,-23.795739204788372,4.341819146115089,consumer
207,csmi_2015,cmu-1-ltr-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Salvelinus namaycush,lake trout,lake trout,195,78.74209205016095,11.784749999999999,-24.642875,-24.120491712854403,3.805864626796476,consumer
208,csmi_2015,5632,NA,2015,fall,north,nw,arcadia,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.735653764997329,-25.647460775110332,-23.94009456953169,3.7904448933131647,consumer
209,csmi_2015,5632,NA,2015,fall,north,nw,arcadia,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.126924104015902,-26.18273772561881,-24.457707380673387,3.556705030499749,consumer
210,csmi_2015,5632,NA,2015,fall,north,nw,arcadia,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.684531360070665,-25.742736903735903,-24.032226585912618,3.6859698424033076,consumer
211,csmi_2015,1-mys-3-10,NA,2015,fall,north,nw,arcadia,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.197281576020523,-25.504899090942146,-24.762246535427888,4.761264301776714,consumer
212,csmi_2015,1-mys-3-11,NA,2015,fall,north,nw,arcadia,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.843171636553647,-25.60724866049716,-25.038378218970006,4.616890916535256,consumer
213,csmi_2015,5626,NA,2015,fall,north,nw,arcadia,110,NA,pom,POM,pom,pom,NA,NA,1.6758425730480278,-25.297257360921243,-25.297257360921243,8.684012116315406,b1
214,csmi_2015,5630,NA,2015,fall,north,nw,arcadia,110,NA,pom,POM,pom,pom,NA,NA,1.214686847055248,-26.19480934034777,-26.19480934034777,8.433640275643102,b1
215,csmi_2015,5632,NA,2015,fall,north,nw,arcadia,110,NA,pom,POM,pom,pom,NA,NA,4.374101798017854,-23.92112021989228,-23.92112021989228,8.188633125163516,b1
216,csmi_2015,cmu-1-rog-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,121.19679940405341,16.204608445045096,9.067800000000002,-23.5058,-22.988613494589433,3.802558782849239,consumer
217,csmi_2015,cmu-1-rog-3-11,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Neogobius melanostomus,round goby,round goby sm,70.29415088676944,3.178984247572194,9.048200000000001,-21.442000000000004,-20.74501826846704,3.9203736654804278,consumer
218,csmi_2015,1-rog-3-12,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,128.23444774853618,19.18377492515688,8.783452808146851,-24.473124459635557,-23.66648665299775,3.9958813838550244,consumer
219,csmi_2015,cmu-1-smsl-3-10,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,95.73902832322887,10.76324627006546,12.083777777777776,-24.947666666666674,-23.294702995538568,4.693589743589744,consumer
220,csmi_2015,1-smsl-3-11,NA,2015,fall,north,nw,arcadia,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,93.68384155536127,10.069562482298494,12.201553385387083,-24.46198535505374,-23.587586798518057,4.0440120454018995,consumer
